Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearNationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearNationalPrefixForParsing",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearNationalPrefixTransformRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearNoInternationalDialling",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearPager",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearPersonalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearPreferredExtnPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearPreferredInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearPremiumRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearSameMobileAndFixedLinePattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearSharedCost",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearShortCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearSmsServices",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearStandardRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearTollFree",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearUan",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearVoicemail",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearVoip",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.countryCodeCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.emergencyCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.fixedLineCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.generalDescCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getCarrierSpecific",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getCarrierSpecificOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getCountryCodeOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getDescriptor",,,,,,,,,,,,,,,,,,,,,,,,,,,177,,177,,0,,0,,176,176,,1,,1,,2,0,6,3,3,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getEmergency",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getEmergencyOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getFixedLine",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getFixedLineOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getGeneralDesc",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getGeneralDescOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getIdOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getInternationalPrefixOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getIntlNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getIntlNumberFormatOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getLeadingDigits",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getLeadingDigitsOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getLeadingZeroPossible",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getLeadingZeroPossibleOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getMainCountryForCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getMainCountryForCodeOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getMobile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getMobileOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefixForParsing",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefixForParsingOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefixOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefixTransformRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNationalPrefixTransformRuleOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNoInternationalDialling",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNoInternationalDiallingOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getNumberFormatOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPager",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPagerOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPersonalNumber",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPersonalNumberOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPreferredExtnPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPreferredExtnPrefixOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPreferredInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPreferredInternationalPrefixOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPremiumRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getPremiumRateOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSameMobileAndFixedLinePattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSameMobileAndFixedLinePatternOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSharedCost",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSharedCostOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getShortCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getShortCodeOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSmsServices",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getSmsServicesOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getStandardRate",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getStandardRateOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getTollFree",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getTollFreeOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getUan",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getUanOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getVoicemail",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getVoicemailOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getVoip",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.getVoipOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasCarrierSpecific",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasEmergency",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasFixedLine",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasGeneralDesc",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasIntlNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasLeadingDigits",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasLeadingZeroPossible",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasMainCountryForCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasMobile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasNationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasNationalPrefixForParsing",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasNationalPrefixTransformRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasNoInternationalDialling",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.hasNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
