Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Function,"(unnamed_function_1).ya",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,7,1,16,3,3,,13,13,,7,7,7,4,,,,,5,,7,7,7,4
Function,"(unnamed_function_1).yb",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,4,1,8,1,1,,7,7,,4,4,6,4,,,,,2,,4,4,6,4
Function,"(unnamed_function_1).z",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,6,1,15,1,1,,14,14,,7,7,7,6,,,,,5,,7,7,7,6
Function,"(unnamed_function_1).za",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,3,1,1,,2,2,,1,1,2,1,,,,,0,,1,1,2,1
Function,"(unnamed_function_1).zb",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,33,2,33,4,4,,29,29,,11,11,22,6,,,,,3,,11,11,22,6
Function,"B.prototype.h",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,4,2,2,,2,2,,1,1,2,1,,,,,0,,1,1,2,1
Function,"C.prototype.h",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,4,2,2,,2,2,,1,1,2,1,,,,,0,,1,1,2,1
Function,"D.prototype.h",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,1,0,4,2,2,,2,2,,1,1,2,1,,,,,0,,1,1,2,1
Function,"F.prototype.h",,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,0,,0,,2,2,,0,,0,,1,0,4,2,2,,2,2,,1,1,2,1,,,,,0,,1,1,2,1
Function,"G.prototype.a",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,7,1,14,1,1,,13,13,,9,9,17,7,,,,,2,,9,9,17,7
Function,"G.prototype.b",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,3,3,5,1,,,,,0,,3,3,5,1
Function,"G.prototype.f",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,4,1,1,,3,3,,1,1,1,1,,,,,0,,1,1,1,1
Function,"H.prototype.a",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,2,2,2,1,,,,,0,,2,2,2,1
Function,"H.prototype.b",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,3,3,3,1,,,,,0,,3,3,3,1
Function,"H.prototype.f",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Function,"H.prototype.g",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,5,1,14,4,4,,10,10,,5,5,5,1,,,,,4,,6,6,6,2
Unnamed Function,"H.prototype.g.(unnamed_function_7)",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Function,"Ia.prototype.f",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,6,1,1,,5,5,,1,1,1,1,,,,,0,,1,1,1,1
Function,"Ia.prototype.i",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Function,"W.prototype.a",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,2,2,3,1,,,,,0,,2,2,3,1
Function,"W.prototype.b",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,3,3,5,1,,,,,0,,3,3,5,1
Function,"W.prototype.g",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,13,1,18,4,4,,14,14,,7,6,7,1,,,,,4,,8,7,8,2
Unnamed Function,"W.prototype.g.(unnamed_function_8)",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Function,"W.prototype.i",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,9,1,13,4,4,,9,9,,7,7,11,1,,,,,4,,7,7,11,1
Public Function,"a.ea",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,1,0,2,1,1,,1,1,,2,2,2,1,,,,,0,,2,2,2,1
Public Function,"a.qa",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,0,,0,,1,1,,0,,0,,2,0,4,1,1,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Function,"getNumberTypeString",,,,,,,,,,,,,,,,,,,,,,,,,,,26,,26,,0,,0,,26,26,,0,,0,,12,1,13,1,1,,12,12,,12,2,12,1,,,,,1,,12,2,12,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter",,,,,,,,,,,,,,,,,,,,,,,,,,,137,,137,,0,,0,,25,25,,112,,112,,1,0,24,1,1,,23,23,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.ableToExtractLongerNdd_",,,,,,,,,,,,,,,,,,,,,,,,,,,26,,26,,0,,0,,18,18,,8,,8,,2,0,11,4,4,,7,7,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.appendNationalNumber_",,,,,,,,,,,,,,,,,,,,,,,,,,,21,,21,,0,,0,,16,16,,5,,5,,2,0,5,2,2,,3,3,,2,2,4,1,,,,,1,,2,2,4,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.attemptToChooseFormattingPattern_",,,,,,,,,,,,,,,,,,,,,,,,,,,20,,20,,1,,1,,15,15,,4,,4,,3,0,9,3,3,,6,6,,4,4,4,3,,,,,2,,4,4,4,3
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.attemptToChoosePatternWithPrefixExtracted_",,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,,1,,1,,9,9,,0,,0,,1,0,8,1,1,,7,7,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.attemptToExtractCountryCallingCode_",,,,,,,,,,,,,,,,,,,,,,,,,,,33,,33,,1,,1,,26,26,,6,,6,,5,1,18,5,5,,13,13,,5,5,5,3,,,,,2,,5,5,5,3
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.attemptToExtractIdd_",,,,,,,,,,,,,,,,,,,,,,,,,,,32,,32,,1,,1,,27,27,,4,,4,,3,0,15,5,5,,10,10,,3,3,5,1,,,,,2,,3,3,5,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.attemptToFormatAccruedDigits_",,,,,,,,,,,,,,,,,,,,,,,,,,,41,,41,,1,,1,,26,26,,14,,14,,4,1,15,9,9,,6,6,,4,4,4,4,,,,,3,,4,4,4,4
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.clear",,,,,,,,,,,,,,,,,,,,,,,,,,,22,,22,,0,,0,,22,22,,0,,0,,2,0,20,1,1,,19,19,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.createFormattingTemplate_",,,,,,,,,,,,,,,,,,,,,,,,,,,16,,16,,2,,2,,12,12,,2,,2,,2,0,8,3,3,,5,5,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.getAvailableFormats_",,,,,,,,,,,,,,,,,,,,,,,,,,,47,,47,,1,,1,,32,32,,14,,14,,7,1,13,5,5,,8,8,,6,6,14,4,,,,,3,,6,6,14,4
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.getExtractedNationalPrefix_",,,,,,,,,,,,,,,,,,,,,,,,,,,4,,4,,0,,0,,4,4,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.getFormattingTemplate_",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,,1,,1,,13,13,,11,,11,,2,0,9,5,5,,4,4,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.getMetadataForRegion_",,,,,,,,,,,,,,,,,,,,,,,,,,,18,,18,,1,,1,,11,11,,6,,6,,2,0,7,4,4,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.getRememberedPosition",,,,,,,,,,,,,,,,,,,,,,,,,,,25,,25,,1,,1,,20,20,,4,,4,,4,1,12,5,5,,7,7,,4,4,5,1,,,,,2,,4,4,5,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.inputAccruedNationalNumber_",,,,,,,,,,,,,,,,,,,,,,,,,,,21,,21,,1,,1,,17,17,,3,,3,,3,0,9,4,4,,5,5,,4,4,4,1,,,,,2,,4,4,4,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.inputDigit",,,,,,,,,,,,,,,,,,,,,,,,,,,5,,5,,0,,0,,5,5,,0,,0,,1,0,3,1,1,,2,2,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.inputDigitAndRememberPosition",,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,1,,1,,6,6,,0,,0,,1,0,3,1,1,,2,2,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.inputDigitHelper_",,,,,,,,,,,,,,,,,,,,,,,,,,,28,,28,,1,,1,,20,20,,8,,8,,3,0,13,4,4,,9,9,,3,3,3,1,,,,,2,,3,3,3,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.inputDigitWithOptionToRememberPosition_",,,,,,,,,,,,,,,,,,,,,,,,,,,88,,88,,2,,2,,66,66,,20,,20,,68,2,38,3,3,,35,35,,19,16,19,13,,,,,4,,19,16,19,13
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.isDigitOrLeadingPlusSign_",,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,,0,,0,,7,7,,0,,0,,1,0,2,1,1,,1,1,,1,1,3,1,,,,,0,,1,1,3,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.isNanpaNumberWithNationalPrefix_",,,,,,,,,,,,,,,,,,,,,,,,,,,14,,14,,0,,0,,9,9,,5,,5,,2,0,5,2,2,,3,3,,2,2,4,1,,,,,1,,2,2,4,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.maybeCreateNewTemplate_",,,,,,,,,,,,,,,,,,,,,,,,,,,30,,30,,1,,1,,22,22,,7,,7,,4,1,14,4,4,,10,10,,4,4,4,4,,,,,2,,4,4,4,4
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.narrowDownPossibleFormats_",,,,,,,,,,,,,,,,,,,,,,,,,,,31,,31,,1,,1,,23,23,,8,,8,,5,1,14,7,7,,7,7,,4,4,4,3,,,,,2,,4,4,4,3
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.normalizeAndAccrueDigitsAndPlusSign_",,,,,,,,,,,,,,,,,,,,,,,,,,,18,,18,,1,,1,,16,16,,1,,1,,4,1,11,2,2,,9,9,,3,3,3,1,,,,,1,,3,3,3,1
Public Function,"i18n.phonenumbers.AsYouTypeFormatter.prototype.removeNationalPrefixFromNationalNumber_",,,,,,,,,,,,,,,,,,,,,,,,,,,33,,33,,1,,1,,23,23,,9,,9,,4,1,17,5,5,,12,12,,4,4,6,1,,,,,3,,4,4,6,1
Public Function,"i18n.phonenumbers.NumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.addLeadingDigitsPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearDomesticCarrierCodeFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearLeadingDigitsPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearNationalPrefixFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearNationalPrefixOptionalWhenFormatting",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.clearPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.domesticCarrierCodeFormattingRuleCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.formatCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getDescriptor",,,,,,,,,,,,,,,,,,,,,,,,,,,50,,50,,0,,0,,49,49,,1,,1,,2,0,6,3,3,,3,3,,2,2,2,1,,,,,1,,2,2,2,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getDomesticCarrierCodeFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getDomesticCarrierCodeFormattingRuleOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getFormatOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getLeadingDigitsPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getLeadingDigitsPatternOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getNationalPrefixFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getNationalPrefixFormattingRuleOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getNationalPrefixOptionalWhenFormatting",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getNationalPrefixOptionalWhenFormattingOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.getPatternOrDefault",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasDomesticCarrierCodeFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasLeadingDigitsPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasNationalPrefixFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasNationalPrefixOptionalWhenFormatting",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.hasPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.leadingDigitsPatternArray",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,1,,1,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.leadingDigitsPatternCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.nationalPrefixFormattingRuleCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.nationalPrefixOptionalWhenFormattingCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.patternCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.setDomesticCarrierCodeFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.setFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.setNationalPrefixFormattingRule",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.setNationalPrefixOptionalWhenFormatting",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.NumberFormat.prototype.setPattern",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.addIntlNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.addNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.carrierSpecificCount",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearCarrierSpecific",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearCountryCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearEmergency",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearFixedLine",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearGeneralDesc",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearId",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearInternationalPrefix",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearIntlNumberFormat",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearLeadingDigits",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearLeadingZeroPossible",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearMainCountryForCode",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
Public Function,"i18n.phonenumbers.PhoneMetadata.prototype.clearMobile",,,,,,,,,,,,,,,,,,,,,,,,,,,3,,3,,0,,0,,3,3,,0,,0,,1,0,2,1,1,,1,1,,1,1,1,1,,,,,0,,1,1,1,1
