Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLine_Html,CountLine_Javascript,CountLine_Php,CountLineBlank,CountLineBlank_Html,CountLineBlank_Javascript,CountLineBlank_Php,CountLineCode,CountLineCode_Javascript,CountLineCode_Php,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineComment_Html,CountLineComment_Javascript,CountLineComment_Php,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtDecl_Javascript,CountStmtDecl_Php,CountStmtExe,CountStmtExe_Javascript,CountStmtExe_Php,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.Leniency.(Anon_5).verify.(Anon_6).checkGroups(PhoneNumberUtil,PhoneNumber,StringBuilder,String[])",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,0,,,,6,,,0,5,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.Leniency.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.Leniency.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Abstract Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.Leniency.verify(PhoneNumber,CharSequence,PhoneNumberUtil,PhoneNumberMatcher)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,0,,,,5,,,5,0,1,,,,1,0,0,1,1,1,,,0,,,0,0,0,0,0,,,,,0,,0,0,,,0.20,0,0,0,0
Public Enum Type,"com.google.i18n.phonenumbers.PhoneNumberUtil.MatchType",1,1,1,1,0,0,0,0,1,0,0,0,,0,0,,,,2,5,,,,2,2,0,0,0,2,,10,,,,0,,,,7,,,6,0,3,,,,,,,0,1,1,,,0,,,,,,,,1,1,1,1,,1,0,,,,0.43,2,2,2,2
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.MatchType.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.MatchType.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Enum Type,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberFormat",1,1,1,1,0,0,0,0,1,0,0,0,,0,0,,,,2,4,,,,2,2,0,0,0,2,,19,,,,0,,,,6,,,5,0,13,,,,,,,0,1,1,,,0,,,,,,,,1,1,1,1,,1,0,,,,2.17,2,2,2,2
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberFormat.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberFormat.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Enum Type,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberType",1,1,1,1,0,0,0,0,1,0,0,0,,0,0,,,,2,12,,,,2,2,0,0,0,2,,32,,,,0,,,,14,,,13,0,18,,,,,,,0,1,1,,,0,,,,,,,,1,1,1,1,,1,0,,,,1.29,2,2,2,2
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberType.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberType.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Constructor,"com.google.i18n.phonenumbers.PhoneNumberUtil.PhoneNumberUtil(MetadataSource,Map<Integer,List>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,28,,,,0,,,,18,,,3,12,10,,,,13,6,1,7,12,3,,,9,,,4,4,5,1,1,,,,,0,,2,0,,,0.56,4,4,5,1
Public Enum Type,"com.google.i18n.phonenumbers.PhoneNumberUtil.ValidationResult",1,1,1,1,0,0,0,0,1,0,0,0,,0,0,,,,2,6,,,,2,2,0,0,0,2,,27,,,,0,,,,8,,,7,0,19,,,,,,,0,1,1,,,0,,,,,,,,1,1,1,1,,1,0,,,,2.38,2,2,2,2
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.ValidationResult.valueOf()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.ValidationResult.values()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,,0,,,0,0,0,,,,1,0,0,0,0,0,,,0,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.buildNationalNumberForParsing(String,StringBuilder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,48,,,,2,,,,25,,,8,19,21,,,,7,8,1,11,16,7,,,9,,,6,6,7,1,2,,,,,0,,3,0,,,0.84,6,6,7,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.canBeInternationallyDialled(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,19,,,,0,,,,8,,,3,5,11,,,,6,2,0,4,6,3,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1.38,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.checkRegionForParsing(CharSequence,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,9,,,1,5,6,,,,5,3,0,2,5,1,,,4,,,3,3,5,3,2,,,,,2,,2,2,,,0.67,3,3,5,3
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.chooseFormattingPatternForNumber(List<NumberFormat>,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,,,,0,,,,14,,,4,8,1,,,,8,4,1,4,9,4,,,5,,,4,4,5,4,4,,,,,4,,3,4,,,0.07,4,4,5,4
Public Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.convertAlphaCharactersInNumber(CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.copyCoreFieldsOnly(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0,,,,13,,,2,9,6,,,,13,4,1,7,10,2,,,8,,,3,3,3,1,0,,,,,0,,1,0,,,0.46,3,3,3,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.createExtnPattern(boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,79,,,,5,,,,39,,,26,34,35,,,,2,2,0,21,23,20,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.90,2,2,2,1
Public Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.createInstance(MetadataLoader)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,0,,,,6,,,1,3,12,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,2.00,2,2,2,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.createInstance(MetadataSource)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0,,,,7,,,1,4,12,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1.71,2,2,2,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.descHasData(PhoneNumberDesc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,5,,,1,3,7,,,,4,1,0,1,2,1,,,1,,,1,1,3,1,0,,,,,0,,0,0,,,1.40,1,1,3,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.descHasPossibleNumberData(PhoneNumberDesc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,,,,0,,,,3,,,1,1,5,,,,3,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,1.67,1,1,2,1
Private Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.extnDigits(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,0,,,,3,,,1,1,4,,,,1,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.33,1,1,1,1
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.extractCountryCode(StringBuilder,StringBuilder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,16,,,,0,,,,15,,,3,9,1,,,,7,4,1,9,13,4,,,9,,,4,4,6,4,4,,,,,4,,2,4,,,0.07,4,4,6,4
Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.extractPossibleNumber(CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,34,,,,0,,,,17,,,4,12,17,,,,6,5,1,8,12,4,,,8,,,4,4,4,1,1,,,,,0,,2,0,,,1.00,4,4,4,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.findNumbers(CharSequence,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,14,,,,0,,,,3,,,1,1,11,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.67,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.findNumbers(CharSequence,String,Leniency,long)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,,,,1,,,,11,,,3,6,13,,,,1,1,0,2,4,2,,,2,,,1,1,1,1,0,,,,,0,,0,0,,,1.18,1,1,1,1
Anonymous Class,"com.google.i18n.phonenumbers.PhoneNumberUtil.findNumbers.(Anon_7)",1,1,1,1,4,0,4,0,1,2,2,0,,0,0,,,,1,0,,,,1,1,0,0,0,1,,6,,,,0,,,,6,,,0,5,0,,,,,,,1,2,1,,,1,,,,,,,,1,1,1,1,,2,0,,0,0,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.findNumbers.(Anon_7).iterator()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,,0,,,,4,,,0,3,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.format(PhoneNumber,PhoneNumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,30,,,,0,,,,11,,,3,7,19,,,,7,3,0,5,8,3,,,5,,,3,3,4,3,2,,,,,2,,2,2,,,1.73,3,3,4,3
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.format(PhoneNumber,PhoneNumberFormat,StringBuilder)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,1,,,,22,,,7,16,12,,,,10,3,0,13,16,5,,,11,,,3,3,3,3,2,,,,,2,,1,2,,,0.55,3,3,3,3
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatByPattern(PhoneNumber,PhoneNumberFormat,List<NumberFormat>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,61,,,,2,,,,38,,,14,28,21,,,,21,5,1,20,25,10,,,15,,,5,5,5,1,3,,,,,0,,3,0,,,0.55,5,5,5,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatInOriginalFormat(PhoneNumber,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,109,,,,0,,,,71,,,16,57,39,,,,29,107,2,41,52,15,,,37,,,14,11,17,11,13,,,,,13,,2,13,,,0.55,14,11,17,11
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNationalNumberWithCarrierCode(PhoneNumber,CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,33,,,,2,,,,16,,,6,13,15,,,,11,2,0,10,12,6,,,6,,,2,2,2,1,1,,,,,0,,1,0,,,0.94,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNationalNumberWithPreferredCarrierCode(PhoneNumber,CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,27,,,,0,,,,7,,,2,4,20,,,,4,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,2.86,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNsn(String,PhoneMetadata,PhoneNumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,,,0,,,,3,,,1,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNsn(String,PhoneMetadata,PhoneNumberFormat,CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,0,,,,14,,,8,8,2,,,,6,1,0,4,5,4,,,1,,,3,3,4,1,0,,,,,0,,0,0,,,0.14,3,3,4,1
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNsnUsingPattern(String,NumberFormat,PhoneNumberFormat)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,,,,0,,,,5,,,3,1,0,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,0.00,1,1,1,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNsnUsingPattern(String,NumberFormat,PhoneNumberFormat,CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,43,,,,0,,,,37,,,12,27,6,,,,13,9,1,15,20,8,,,12,,,5,5,10,1,2,,,,,0,,2,0,,,0.16,5,5,10,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatNumberForMobileDialing(PhoneNumber,String,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,91,,,,1,,,,48,,,11,39,42,,,,21,9,1,17,26,9,,,17,,,13,13,24,4,9,,,,,4,,3,4,,,0.88,13,13,24,4
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatOutOfCountryCallingNumber(PhoneNumber,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,79,,,,2,,,,48,,,13,37,29,,,,23,16,1,20,29,10,,,19,,,9,9,9,6,9,,,,,7,,2,7,,,0.60,9,9,9,6
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formatOutOfCountryKeepingAlphaChars(PhoneNumber,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,114,,,,0,,,,66,,,15,52,48,,,,33,47,2,28,40,13,,,27,,,13,13,14,7,11,,,,,10,,2,10,,,0.73,13,13,14,7
Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.formattingRuleHasFirstGroupOnly(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,,,,0,,,,4,,,1,2,4,,,,4,1,0,1,2,1,,,1,,,1,1,2,1,0,,,,,0,,0,0,,,1.00,1,1,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getAsYouTypeFormatter(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,10,,,,0,,,,3,,,1,1,7,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.33,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getCountryCodeForRegion(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,17,,,,0,,,,10,,,1,7,7,,,,4,2,0,3,5,1,,,4,,,3,3,3,1,1,,,,,0,,1,0,,,0.70,3,3,3,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getCountryCodeForValidRegion(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,0,,,,7,,,2,4,8,,,,3,2,0,3,5,2,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1.14,2,2,2,1
Public Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getCountryMobileToken(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,14,,,,0,,,,6,,,1,3,8,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,1.33,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getExampleNumber(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,,,,0,,,,3,,,1,1,8,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.67,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getExampleNumberForNonGeoEntity(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,32,,,,0,,,,20,,,2,14,12,,,,15,5,1,5,11,3,,,8,,,5,5,6,5,7,,,,,7,,4,7,,,0.60,5,5,6,5
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getExampleNumberForType(PhoneNumberType)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,30,,,,0,,,,20,,,4,13,10,,,,11,9,1,6,14,5,,,9,,,6,6,6,6,8,,,,,8,,3,8,,,0.50,6,6,6,6
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getExampleNumberForType(String,PhoneNumberType)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,26,,,,0,,,,15,,,2,10,11,,,,9,4,1,6,10,2,,,8,,,4,4,4,4,4,,,,,4,,2,4,,,0.73,4,4,4,4
Public Static Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getInstance()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,6,,,1,3,9,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,0,,,,,0,,1,0,,,1.50,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getInvalidExampleNumber(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,55,,,,0,,,,25,,,6,18,30,,,,11,6,1,11,17,6,,,11,,,6,6,6,6,7,,,,,7,,3,7,,,1.20,6,6,6,6
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getLengthOfGeographicalAreaCode(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,68,,,,3,,,,19,,,4,13,46,,,,10,5,1,8,13,4,,,9,,,5,5,7,5,4,,,,,4,,1,4,,,2.42,5,5,7,5
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getLengthOfNationalDestinationCode(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,73,,,,2,,,,23,,,6,16,48,,,,12,8,1,11,16,5,,,11,,,5,5,5,4,4,,,,,3,,2,3,,,2.09,5,5,5,4
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getMetadataForNonGeographicalRegion(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,,,0,,,,6,,,1,3,0,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getMetadataForRegion(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,,,,0,,,,6,,,1,3,4,,,,3,2,0,2,4,1,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.67,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getMetadataForRegionOrCallingCode(int,String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6,,,,0,,,,6,,,2,3,0,,,,4,1,0,1,2,1,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,0.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getNationalSignificantNumber(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,,,,0,,,,10,,,3,7,8,,,,7,2,0,6,8,3,,,5,,,2,2,3,1,0,,,,,0,,1,0,,,0.80,2,2,3,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getNddPrefixForRegion(String,boolean)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35,,,,0,,,,18,,,3,13,17,,,,6,4,1,7,11,3,,,8,,,5,5,5,3,2,,,,,2,,1,2,,,0.94,5,5,5,3
Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getNumberDescByType(PhoneMetadata,PhoneNumberType)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,27,,,,0,,,,27,,,1,24,0,,,,12,11,1,11,13,1,,,12,,,12,2,12,1,55,,,,,0,,1,0,,,0.00,12,2,12,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getNumberType(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,,,,0,,,,9,,,4,6,6,,,,6,2,0,5,7,4,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.67,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getNumberTypeHelper(String,PhoneMetadata)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,47,,,,2,,,,43,,,2,29,2,,,,14,14,1,15,29,2,,,27,,,14,14,15,14,15,,,,,15,,2,15,,,0.05,14,14,15,14
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getRegionCodeForCountryCode(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,12,,,,0,,,,4,,,2,2,8,,,,2,1,0,2,3,2,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,2.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getRegionCodeForNumber(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,22,,,,0,,,,13,,,3,9,9,,,,6,3,0,6,9,3,,,6,,,3,3,3,3,2,,,,,2,,1,2,,,0.69,3,3,3,3
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getRegionCodeForNumberFromRegionList(PhoneNumber,List<String>)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,16,,,4,10,2,,,,9,5,1,5,11,4,,,7,,,5,5,5,5,9,,,,,9,,3,9,,,0.13,5,5,5,5
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getRegionCodesForCountryCode(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,,,,0,,,,5,,,2,3,5,,,,3,1,0,2,3,2,,,1,,,2,2,2,1,0,,,,,0,,0,0,,,1.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedCallingCodes()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,,,,0,,,,3,,,1,1,9,,,,3,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,3.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedGlobalNetworkCallingCodes()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,9,,,,0,,,,3,,,1,1,6,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedRegions()",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,,,,0,,,,3,,,1,1,6,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,2.00,1,1,1,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedTypesForMetadata(PhoneMetadata)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18,,,,0,,,,12,,,2,7,6,,,,6,5,1,4,9,3,,,6,,,4,4,5,3,1,,,,,1,,2,1,,,0.50,4,4,5,3
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedTypesForNonGeoEntity(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,,0,,,,9,,,2,6,9,,,,5,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,1.00,2,2,2,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.getSupportedTypesForRegion(String)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,15,,,,0,,,,8,,,2,5,7,,,,6,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,0.88,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.hasFormattingPatternForNumber(PhoneNumber)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,0,,,,13,,,8,8,0,,,,7,2,0,7,9,6,,,3,,,2,2,2,1,1,,,,,0,,1,0,,,0.00,2,2,2,1
Private Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.hasValidCountryCallingCode(int)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,,,0,,,,3,,,1,1,3,,,,2,1,0,1,2,1,,,1,,,1,1,1,1,0,,,,,0,,0,0,,,1.00,1,1,1,1
Public Method,"com.google.i18n.phonenumbers.PhoneNumberUtil.isAlphaNumber(CharSequence)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,,,0,,,,8,,,2,5,11,,,,5,2,0,4,6,2,,,4,,,2,2,2,1,1,,,,,0,,1,0,,,1.38,2,2,2,1
